,activation,batchsize,early_stopping_epochs,epoch,loss,loss_eps,lr,momentum,nepochs,nesterov,nfeatures,nhidden,nruns,ntest,optim,project_on_sphere,samplecomplexity,seed,startseed,symmetric_door_k,tau,test error,train error,train loss,weightdecay
5,quadratic,1792,-1.0,3646,mse,1e-08,0.01,0.0,10000,False,1024,1,10,100,p-sgd,True,3.5,28,22,0.6744899999999999,2.0,0.0009854718809947374,6.558324457728304e-05,0.11713356524705887,0
6,quadratic,1792,-1.0,7639,mse,1e-08,0.01,0.0,10000,False,1024,1,10,100,p-sgd,True,3.5,29,22,0.6744899999999999,2.0,0.0009910066146403553,5.350703941076063e-05,0.09508200734853743,0
7,quadratic,1792,-1.0,5955,mse,1e-08,0.01,0.0,10000,False,1024,1,10,100,p-sgd,True,3.5,30,22,0.6744899999999999,2.0,0.0009943387703970077,4.847029413213022e-05,0.08681586012244225,0
8,quadratic,1792,-1.0,6269,mse,1e-08,0.01,0.0,10000,False,1024,1,10,100,p-sgd,True,3.5,31,22,0.6744899999999999,2.0,0.0009701397502794863,4.868534415436443e-05,0.08890005946159363,0
9,quadratic,1792,-1.0,5906,mse,1e-08,0.01,0.0,10000,False,1024,1,10,100,p-sgd,True,3.5,32,22,0.6744899999999999,2.0,0.0009808317990973592,6.0745576774934314e-05,0.11098244786262512,0
0,quadratic,128,,20002,mse,1e-08,0.002,0.9,2000,False,1024,1,10,100,sgd,,1.0,23,22,0.6744899999999999,1.0,13.059978485107422,0.0002704018770600669,0.034611440263688564,0
1,quadratic,128,,20002,mse,1e-08,0.002,0.9,2000,False,1024,1,10,100,sgd,,1.0,24,22,0.6744899999999999,1.0,11.49126434326172,0.00023398958182951898,0.029950666474178437,0
2,quadratic,128,,20002,mse,1e-08,0.002,0.9,2000,False,1024,1,10,100,sgd,,1.0,25,22,0.6744899999999999,1.0,14.140445709228516,0.0002674663337529637,0.03423569072037935,0
3,quadratic,128,,20002,mse,1e-08,0.002,0.9,2000,False,1024,1,10,100,sgd,,1.0,26,22,0.6744899999999999,1.0,12.666189193725586,0.0002676421354408376,0.03425819333642721,0
4,quadratic,128,,20002,mse,1e-08,0.002,0.9,2000,False,1024,1,10,100,sgd,,1.0,27,22,0.6744899999999999,1.0,14.923593521118164,0.00019458481256151566,0.02490685600787401,0
5,quadratic,128,,20002,mse,1e-08,0.002,0.9,2000,False,1024,1,10,100,sgd,,1.0,28,22,0.6744899999999999,1.0,14.223175048828125,0.0002444508736516582,0.03128971182741225,0
6,quadratic,128,,20002,mse,1e-08,0.002,0.9,2000,False,1024,1,10,100,sgd,,1.0,29,22,0.6744899999999999,1.0,38.14925384521485,0.00023831528960727158,0.030504357069730762,0
7,quadratic,128,,20002,mse,1e-08,0.002,0.9,2000,False,1024,1,10,100,sgd,,1.0,30,22,0.6744899999999999,1.0,19.523839950561523,0.0002421647877781652,0.030997092835605145,0
8,quadratic,128,,20002,mse,1e-08,0.002,0.9,2000,False,1024,1,10,100,sgd,,1.0,31,22,0.6744899999999999,1.0,9.798197746276855,0.0002129535896528978,0.027258059475570917,0
9,quadratic,128,,20002,mse,1e-08,0.002,0.9,2000,False,1024,1,10,100,sgd,,1.0,32,22,0.6744899999999999,1.0,22.48196220397949,0.000305230028970982,0.03906944370828569,0
0,quadratic,1024,,20002,mse,1e-08,0.01,0.0,2000,False,1024,1,10,100,gd,,1.0,33,32,0.6744899999999999,1.0,22.664390563964844,0.0006964931963011622,0.7132090330123901,0
1,quadratic,1024,,20002,mse,1e-08,0.01,0.0,2000,False,1024,1,10,100,gd,,1.0,34,32,0.6744899999999999,1.0,12.589847564697266,0.0003202003135811537,0.32788512110710144,0
2,quadratic,1024,,20002,mse,1e-08,0.01,0.0,2000,False,1024,1,10,100,gd,,1.0,35,32,0.6744899999999999,1.0,15.644282341003418,0.0003615555178839713,0.37023285031318665,0
3,quadratic,1024,,20002,mse,1e-08,0.01,0.0,2000,False,1024,1,10,100,gd,,1.0,36,32,0.6744899999999999,1.0,16.710983276367188,0.0005717338644899428,0.5854554772377014,0
4,quadratic,1024,,20002,mse,1e-08,0.01,0.0,2000,False,1024,1,10,100,gd,,1.0,37,32,0.6744899999999999,1.0,20.157039642333984,0.00047978025395423163,0.4912949800491333,0
5,quadratic,1024,,20002,mse,1e-08,0.01,0.0,2000,False,1024,1,10,100,gd,,1.0,38,32,0.6744899999999999,1.0,11.46941375732422,0.0003729130257852376,0.3818629384040833,0
6,quadratic,1024,,20002,mse,1e-08,0.01,0.0,2000,False,1024,1,10,100,gd,,1.0,39,32,0.6744899999999999,1.0,21.324241638183594,0.0005141560104675591,0.5264957547187805,0
7,quadratic,1024,,20002,mse,1e-08,0.01,0.0,2000,False,1024,1,10,100,gd,,1.0,40,32,0.6744899999999999,1.0,16.137493133544922,0.000278965977486223,0.28566116094589233,0
8,quadratic,1024,,20002,mse,1e-08,0.01,0.0,2000,False,1024,1,10,100,gd,,1.0,41,32,0.6744899999999999,1.0,14.221187591552734,0.00040763025754131377,0.4174133837223053,0
9,quadratic,1024,,20002,mse,1e-08,0.01,0.0,2000,False,1024,1,10,100,gd,,1.0,42,32,0.6744899999999999,1.0,15.813288688659668,0.0005337320035323501,0.5465415716171265,0
0,quadratic,1024,-1.0,29747,mse,1e-08,0.01,0.9,10000,False,1024,1,10,100,p-sgd,True,2.0,23,22,0.6744899999999999,2.0,0.0009923090692609546,1.747458281897707e-05,0.018451973795890808,0
1,quadratic,1024,-1.0,38100,mse,1e-08,0.01,0.9,10000,False,1024,1,10,100,p-sgd,True,2.0,24,22,0.6744899999999999,2.0,0.00098685035482049,2.585578658909071e-05,0.025195972062647343,0
2,quadratic,1024,-1.0,14921,mse,1e-08,0.01,0.9,10000,False,1024,1,10,100,p-sgd,True,2.0,25,22,0.6744899999999999,2.0,0.0009730107267387212,2.3745891667203978e-05,0.02379338350147009,0
3,quadratic,1024,-1.0,20561,mse,1e-08,0.01,0.9,10000,False,1024,1,10,100,p-sgd,True,2.0,26,22,0.6744899999999999,2.0,0.0009792333003133538,4.209445796732325e-05,0.04238911904394626,0
4,quadratic,1024,-1.0,66306,mse,1e-08,0.01,0.9,10000,False,1024,1,10,100,p-sgd,True,2.0,27,22,0.6744899999999999,2.0,0.0009538312442600727,2.5945018933271055e-05,0.02721632458269596,0
5,quadratic,1024,-1.0,22760,mse,1e-08,0.01,0.9,10000,False,1024,1,10,100,p-sgd,True,2.0,28,22,0.6744899999999999,2.0,0.0009715643245726824,2.772210518742213e-05,0.026958703994750977,0
6,quadratic,1024,-1.0,35518,mse,1e-08,0.01,0.9,10000,False,1024,1,10,100,p-sgd,True,2.0,29,22,0.6744899999999999,2.0,0.0009862021543085575,1.3507519270206105e-05,0.013866177760064602,0
7,quadratic,1024,-1.0,46376,mse,1e-08,0.01,0.9,10000,False,1024,1,10,100,p-sgd,True,2.0,30,22,0.6744899999999999,2.0,0.0009991310071200132,3.1757912438479245e-05,0.03329891338944435,0
8,quadratic,1024,-1.0,46769,mse,1e-08,0.01,0.9,10000,False,1024,1,10,100,p-sgd,True,2.0,31,22,0.6744899999999999,2.0,0.0009442817536182703,1.724274079606403e-05,0.018079488538205624,0
9,quadratic,1024,-1.0,48939,mse,1e-08,0.01,0.9,10000,False,1024,1,10,100,p-sgd,True,2.0,32,22,0.6744899999999999,2.0,0.0009929828811436892,1.7640506484895013e-05,0.01813444029539824,0
0,quadratic,704,,455,mse,1e-08,0.002,0.9,2000,False,1024,1,10,100,p-sgd,,5.5,23,22,0.6744899999999999,1.0,0.0009736900101415813,6.65215848130174e-05,0.04758882988244295,0
1,quadratic,704,,403,mse,1e-08,0.002,0.9,2000,False,1024,1,10,100,p-sgd,,5.5,24,22,0.6744899999999999,1.0,0.00091414712369442,0.00010448464217915898,0.07751663029193878,0
2,quadratic,704,,826,mse,1e-08,0.002,0.9,2000,False,1024,1,10,100,p-sgd,,5.5,25,22,0.6744899999999999,1.0,0.0009173184516839683,0.00010217260842182441,0.0719253714196384,0
3,quadratic,704,,698,mse,1e-08,0.002,0.9,2000,False,1024,1,10,100,p-sgd,,5.5,26,22,0.6744899999999999,1.0,0.0009802384302020073,6.849715464340989e-05,0.04832286201417446,0
4,quadratic,704,,1151,mse,1e-08,0.002,0.9,2000,False,1024,1,10,100,p-sgd,,5.5,27,22,0.6744899999999999,1.0,0.0008654291741549969,6.322892795651569e-05,0.04246236616745591,0
5,quadratic,704,,470,mse,1e-08,0.002,0.9,2000,False,1024,1,10,100,p-sgd,,5.5,28,22,0.6744899999999999,1.0,0.0009794858051463964,9.127278553933138e-05,0.062308375723659985,0
6,quadratic,704,,1059,mse,1e-08,0.002,0.9,2000,False,1024,1,10,100,p-sgd,,5.5,29,22,0.6744899999999999,1.0,0.0009890076471492648,0.00011151935996167595,0.08112983219325542,0
7,quadratic,704,,691,mse,1e-08,0.002,0.9,2000,False,1024,1,10,100,p-sgd,,5.5,30,22,0.6744899999999999,1.0,0.0009752797195687891,0.00012069836793671128,0.08568065147846937,0
8,quadratic,704,,1091,mse,1e-08,0.002,0.9,2000,False,1024,1,10,100,p-sgd,,5.5,31,22,0.6744899999999999,1.0,8.092746734619139,0.4470439068973064,317.229305267334,0
9,quadratic,704,,565,mse,1e-08,0.002,0.9,2000,False,1024,1,10,100,p-sgd,,5.5,32,22,0.6744899999999999,1.0,0.0009664871031418444,8.083610555331688e-05,0.057413488160818815,0
0,quadratic,128,,4369,mse,1e-08,0.002,0.9,2000,False,1024,1,10,100,p-sgd,,1.0,23,22,0.6744899999999999,1.0,11.553215026855467,0.005736390565289185,0.6585589852184057,0
1,quadratic,128,,5113,mse,1e-08,0.002,0.9,2000,False,1024,1,10,100,p-sgd,,1.0,24,22,0.6744899999999999,1.0,5.116937160491943,0.002966942600323818,0.41038840636610985,0
2,quadratic,128,,5688,mse,1e-08,0.002,0.9,2000,False,1024,1,10,100,p-sgd,,1.0,25,22,0.6744899999999999,1.0,8.272985458374022,0.001334578002570197,0.16792979650199413,0
3,quadratic,128,,6929,mse,1e-08,0.002,0.9,2000,False,1024,1,10,100,p-sgd,,1.0,26,22,0.6744899999999999,1.0,6.440615653991699,0.0012011171493213626,0.169254207983613,0
4,quadratic,128,,4279,mse,1e-08,0.002,0.9,2000,False,1024,1,10,100,p-sgd,,1.0,27,22,0.6744899999999999,1.0,6.624834060668945,0.001264902821276337,0.17916851118206978,0
5,quadratic,128,,6779,mse,1e-08,0.002,0.9,2000,False,1024,1,10,100,p-sgd,,1.0,28,22,0.6744899999999999,1.0,6.78685474395752,0.0025750758868525736,0.3313262052834034,0
6,quadratic,128,,6016,mse,1e-08,0.002,0.9,2000,False,1024,1,10,100,p-sgd,,1.0,29,22,0.6744899999999999,1.0,10.195987701416016,0.001206514672958292,0.1505982717499137,0
7,quadratic,128,,5253,mse,1e-08,0.002,0.9,2000,False,1024,1,10,100,p-sgd,,1.0,30,22,0.6744899999999999,1.0,11.7516508102417,0.001133190220571123,0.1265753824263811,0
8,quadratic,128,,3820,mse,1e-08,0.002,0.9,2000,False,1024,1,10,100,p-sgd,,1.0,31,22,0.6744899999999999,1.0,5.798957347869872,0.0025310371129307896,0.3382978439331055,0
9,quadratic,128,,6733,mse,1e-08,0.002,0.9,2000,False,1024,1,10,100,p-sgd,,1.0,32,22,0.6744899999999999,1.0,7.539907455444336,0.0030293041199911386,0.345664668828249,0
0,quadratic,320,,2323,mse,1e-08,0.01,0.0,2000,False,1024,1,10,100,p-sgd,,2.5,23,22,0.6744899999999999,1.0,6.092246055603027,0.1951442025601864,62.232035160064704,0
1,quadratic,320,,4058,mse,1e-08,0.01,0.0,2000,False,1024,1,10,100,p-sgd,,2.5,24,22,0.6744899999999999,1.0,6.069499969482423,0.16480153799057007,50.666100025177,0
2,quadratic,320,,1522,mse,1e-08,0.01,0.0,2000,False,1024,1,10,100,p-sgd,,2.5,25,22,0.6744899999999999,1.0,6.450157642364503,0.2305538542568684,77.68807888031006,0
3,quadratic,320,,4027,mse,1e-08,0.01,0.0,2000,False,1024,1,10,100,p-sgd,,2.5,26,22,0.6744899999999999,1.0,6.445053577423097,0.2119243368506432,68.92781448364258,0
4,quadratic,320,,3017,mse,1e-08,0.01,0.0,2000,False,1024,1,10,100,p-sgd,,2.5,27,22,0.6744899999999999,1.0,4.867377758026123,0.1756785698235035,48.4800591468811,0
5,quadratic,320,,3816,mse,1e-08,0.01,0.0,2000,False,1024,1,10,100,p-sgd,,2.5,28,22,0.6744899999999999,1.0,8.646763801574707,0.17001322656869888,49.833571434020996,0
6,quadratic,320,,2575,mse,1e-08,0.01,0.0,2000,False,1024,1,10,100,p-sgd,,2.5,29,22,0.6744899999999999,1.0,6.310057163238525,0.2306682989001274,69.87882804870604,0
7,quadratic,320,,3393,mse,1e-08,0.01,0.0,2000,False,1024,1,10,100,p-sgd,,2.5,30,22,0.6744899999999999,1.0,6.849017143249513,0.2048986852169037,62.982593059539795,0
8,quadratic,320,,3793,mse,1e-08,0.01,0.0,2000,False,1024,1,10,100,p-sgd,,2.5,31,22,0.6744899999999999,1.0,5.98491096496582,0.22128517739474773,74.75573158264159,0
9,quadratic,320,,1657,mse,1e-08,0.01,0.0,2000,False,1024,1,10,100,p-sgd,,2.5,32,22,0.6744899999999999,1.0,5.676912784576416,0.20079580694437027,66.27366685867311,0
0,quadratic,512,-1.0,39202,mse,1e-08,0.01,0.0,10000,False,1024,1,10,100,gd,True,0.5,23,22,0.6744899999999999,2.0,4.173068046569823,9.9995585145507e-09,5.119773959449958e-06,0
1,quadratic,512,-1.0,37380,mse,1e-08,0.01,0.0,10000,False,1024,1,10,100,gd,True,0.5,24,22,0.6744899999999999,2.0,3.5939850807189937,9.9999688529806e-09,5.1199840527260684e-06,0
2,quadratic,512,-1.0,44572,mse,1e-08,0.01,0.0,10000,False,1024,1,10,100,gd,True,0.5,25,22,0.6744899999999999,2.0,4.114397048950194,9.999831185325547e-09,5.11991356688668e-06,0
3,quadratic,512,-1.0,35718,mse,1e-08,0.01,0.0,10000,False,1024,1,10,100,gd,True,0.5,26,22,0.6744899999999999,2.0,4.258791446685791,9.999372885260982e-09,5.119678917253623e-06,0
4,quadratic,512,-1.0,39331,mse,1e-08,0.01,0.0,10000,False,1024,1,10,100,gd,True,0.5,27,22,0.6744899999999999,2.0,3.436814069747925,9.999894245993346e-09,5.119945853948593e-06,0
5,quadratic,512,-1.0,39564,mse,1e-08,0.01,0.0,10000,False,1024,1,10,100,gd,True,0.5,28,22,0.6744899999999999,2.0,3.3073029518127437,9.999607364363783e-09,5.119798970554257e-06,0
6,quadratic,512,-1.0,43223,mse,1e-08,0.01,0.0,10000,False,1024,1,10,100,gd,True,0.5,29,22,0.6744899999999999,2.0,4.8160362243652335,9.999603811650104e-09,5.119797151564853e-06,0
7,quadratic,512,-1.0,39788,mse,1e-08,0.01,0.0,10000,False,1024,1,10,100,gd,True,0.5,30,22,0.6744899999999999,2.0,3.7051477432250977,9.99997240569428e-09,5.119985871715471e-06,0
8,quadratic,512,-1.0,40424,mse,1e-08,0.01,0.0,10000,False,1024,1,10,100,gd,True,0.5,31,22,0.6744899999999999,2.0,2.557586669921875,9.999647332392671e-09,5.1198194341850475e-06,0
9,quadratic,512,-1.0,61839,mse,1e-08,0.01,0.0,10000,False,1024,1,10,100,gd,True,0.5,32,22,0.6744899999999999,2.0,3.0439467430114746,9.999889805101249e-09,5.119943580211839e-06,0
0,quadratic,768,,258,mse,1e-08,0.01,0.0,2000,False,1024,1,10,100,p-sgd,,6.0,33,32,0.6744899999999999,1.0,0.0009898168500512838,0.00015096608694875613,0.11789878644049168,0
1,quadratic,768,,148,mse,1e-08,0.01,0.0,2000,False,1024,1,10,100,p-sgd,,6.0,34,32,0.6744899999999999,1.0,0.000986969331279397,0.00011540318428160391,0.09212391544133423,0
2,quadratic,768,,512,mse,1e-08,0.01,0.0,2000,False,1024,1,10,100,p-sgd,,6.0,35,32,0.6744899999999999,1.0,0.000993824447505176,0.0001475845456297975,0.10672583431005478,0
3,quadratic,768,,112,mse,1e-08,0.01,0.0,2000,False,1024,1,10,100,p-sgd,,6.0,36,32,0.6744899999999999,1.0,0.0009510919917374847,0.00012513875299191568,0.09028253983706236,0
4,quadratic,768,,219,mse,1e-08,0.01,0.0,2000,False,1024,1,10,100,p-sgd,,6.0,37,32,0.6744899999999999,1.0,0.0009673605673015118,0.00013068933185422793,0.09909841604530813,0
5,quadratic,768,,123,mse,1e-08,0.01,0.0,2000,False,1024,1,10,100,p-sgd,,6.0,38,32,0.6744899999999999,1.0,0.0009343517012894155,0.0001083868628484197,0.08174523618072271,0
6,quadratic,768,,436,mse,1e-08,0.01,0.0,2000,False,1024,1,10,100,p-sgd,,6.0,39,32,0.6744899999999999,1.0,0.0009340677643194797,0.00012361755580059253,0.08999486360698937,0
7,quadratic,768,,126,mse,1e-08,0.01,0.0,2000,False,1024,1,10,100,p-sgd,,6.0,40,32,0.6744899999999999,1.0,0.0008957270765677093,0.000155935253133066,0.11783615872263907,0
8,quadratic,768,,167,mse,1e-08,0.01,0.0,2000,False,1024,1,10,100,p-sgd,,6.0,41,32,0.6744899999999999,1.0,0.0009498478611931203,0.00015215881467156578,0.12163357809185983,0
9,quadratic,768,,219,mse,1e-08,0.01,0.0,2000,False,1024,1,10,100,p-sgd,,6.0,42,32,0.6744899999999999,1.0,0.0008392269955947995,0.00010860229485842864,0.08587057795375587,0
0,quadratic,384,,2178,mse,1e-08,0.002,0.9,2000,False,1024,1,10,100,sgd,,3.0,33,32,0.6744899999999999,1.0,4.916912078857422,0.4317079409956932,165.7758502960205,0
1,quadratic,384,,2080,mse,1e-08,0.002,0.9,2000,False,1024,1,10,100,sgd,,3.0,34,32,0.6744899999999999,1.0,8.063241958618164,0.4712762832641602,180.97009468078613,0
2,quadratic,384,,3257,mse,1e-08,0.002,0.9,2000,False,1024,1,10,100,sgd,,3.0,35,32,0.6744899999999999,1.0,6.4298644065856925,0.4594852142035961,176.44231986999512,0
3,quadratic,384,,3352,mse,1e-08,0.002,0.9,2000,False,1024,1,10,100,sgd,,3.0,36,32,0.6744899999999999,1.0,7.5048580169677725,0.4344854615628719,166.84241676330566,0
4,quadratic,384,,2414,mse,1e-08,0.002,0.9,2000,False,1024,1,10,100,sgd,,3.0,37,32,0.6744899999999999,1.0,5.778215408325195,0.44586169347167015,171.2108917236328,0
5,quadratic,384,,3802,mse,1e-08,0.002,0.9,2000,False,1024,1,10,100,sgd,,3.0,38,32,0.6744899999999999,1.0,5.795578479766847,0.436326339840889,167.54931449890137,0
6,quadratic,384,,2945,mse,1e-08,0.002,0.9,2000,False,1024,1,10,100,sgd,,3.0,39,32,0.6744899999999999,1.0,6.964813232421875,0.4441455081105232,170.55187797546387,0
7,quadratic,384,,5296,mse,1e-08,0.002,0.9,2000,False,1024,1,10,100,sgd,,3.0,40,32,0.6744899999999999,1.0,6.902880668640138,0.4064101129770279,156.06148433685303,0
8,quadratic,384,,3732,mse,1e-08,0.002,0.9,2000,False,1024,1,10,100,sgd,,3.0,41,32,0.6744899999999999,1.0,6.1980977058410645,0.4420567601919174,169.74979400634766,0
9,quadratic,384,,2022,mse,1e-08,0.002,0.9,2000,False,1024,1,10,100,sgd,,3.0,42,32,0.6744899999999999,1.0,6.802324295043945,0.4362444132566452,167.51785469055176,0
0,quadratic,1280,-1.0,9936,mse,1e-08,0.01,0.0,10000,False,1024,1,10,100,p-sgd,True,2.5,23,22,0.6744899999999999,2.0,0.0009955964051187036,1.8478477613825813e-05,0.023115215823054317,0
1,quadratic,1280,-1.0,9346,mse,1e-08,0.01,0.0,10000,False,1024,1,10,100,p-sgd,True,2.5,24,22,0.6744899999999999,2.0,0.0009973831474781036,3.626926081778947e-05,0.04627995751798153,0
2,quadratic,1280,-1.0,6605,mse,1e-08,0.01,0.0,10000,False,1024,1,10,100,p-sgd,True,2.5,25,22,0.6744899999999999,2.0,0.000994314206764102,2.259208122268319e-05,0.028850818984210488,0
3,quadratic,1280,-1.0,5952,mse,1e-08,0.01,0.0,10000,False,1024,1,10,100,p-sgd,True,2.5,26,22,0.6744899999999999,2.0,0.0009945661295205355,3.0800750209891696e-05,0.03930245526134968,0
4,quadratic,1280,-1.0,16810,mse,1e-08,0.01,0.0,10000,False,1024,1,10,100,p-sgd,True,2.5,27,22,0.6744899999999999,2.0,0.0009888671338558195,1.873765177151654e-05,0.024068589322268963,0
5,quadratic,1280,-1.0,13732,mse,1e-08,0.01,0.0,10000,False,1024,1,10,100,p-sgd,True,2.5,28,22,0.6744899999999999,2.0,0.000995281501673162,3.1701454645371996e-05,0.0405933503061533,0
6,quadratic,1280,-1.0,13291,mse,1e-08,0.01,0.0,10000,False,1024,1,10,100,p-sgd,True,2.5,29,22,0.6744899999999999,2.0,0.0009968184167519214,2.9238746719784107e-05,0.03770367801189423,0
7,quadratic,1280,-1.0,12432,mse,1e-08,0.01,0.0,10000,False,1024,1,10,100,p-sgd,True,2.5,30,22,0.6744899999999999,2.0,0.0009977431036531923,2.617534755700035e-05,0.034042980521917336,0
8,quadratic,1280,-1.0,36242,mse,1e-08,0.01,0.0,10000,False,1024,1,10,100,p-sgd,True,2.5,31,22,0.6744899999999999,2.0,0.0009984492789953947,2.518014116503764e-05,0.03283522464334965,0
9,quadratic,1280,-1.0,11300,mse,1e-08,0.01,0.0,10000,False,1024,1,10,100,p-sgd,True,2.5,32,22,0.6744899999999999,2.0,0.0009982319315895438,3.2402918805019e-05,0.04053768701851368,0
0,quadratic,448,,1887,mse,1e-08,0.01,0.0,2000,False,1024,1,10,100,p-sgd,,3.5,33,32,0.6744899999999999,1.0,6.538797378540039,0.3985590972006321,170.81466293334958,0
1,quadratic,448,,3690,mse,1e-08,0.01,0.0,2000,False,1024,1,10,100,p-sgd,,3.5,34,32,0.6744899999999999,1.0,4.09429931640625,0.359404381364584,166.4829368591309,0
2,quadratic,448,,2385,mse,1e-08,0.01,0.0,2000,False,1024,1,10,100,p-sgd,,3.5,35,32,0.6744899999999999,1.0,4.087372303009033,0.3095086216926575,142.25469589233396,0
3,quadratic,448,,2220,mse,1e-08,0.01,0.0,2000,False,1024,1,10,100,p-sgd,,3.5,36,32,0.6744899999999999,1.0,2.6750969886779785,0.2932872921228409,130.0597906112671,0
4,quadratic,448,,4209,mse,1e-08,0.01,0.0,2000,False,1024,1,10,100,p-sgd,,3.5,37,32,0.6744899999999999,1.0,4.035457134246826,0.2928348165005445,130.16538906097412,0
5,quadratic,448,,2484,mse,1e-08,0.01,0.0,2000,False,1024,1,10,100,p-sgd,,3.5,38,32,0.6744899999999999,1.0,5.346553325653076,0.38323813676834106,166.8287057876587,0
6,quadratic,448,,1922,mse,1e-08,0.01,0.0,2000,False,1024,1,10,100,p-sgd,,3.5,39,32,0.6744899999999999,1.0,3.923089504241944,0.33060698956251144,151.47201347351074,0
7,quadratic,448,,2424,mse,1e-08,0.01,0.0,2000,False,1024,1,10,100,p-sgd,,3.5,40,32,0.6744899999999999,1.0,3.8670849800109854,0.3371586427092552,160.93634414672854,0
8,quadratic,448,,1419,mse,1e-08,0.01,0.0,2000,False,1024,1,10,100,p-sgd,,3.5,41,32,0.6744899999999999,1.0,0.0009826329769566657,7.198540970421163e-05,0.03168833302333951,0
9,quadratic,448,,2880,mse,1e-08,0.01,0.0,2000,False,1024,1,10,100,p-sgd,,3.5,42,32,0.6744899999999999,1.0,3.143540143966675,0.3715854287147522,160.6346607208252,0
0,quadratic,3584,-1.0,29,mse,1e-08,0.005,0.9,10000,True,1024,1,10,100,sgd,True,7.0,23,22,0.6744899999999999,2.0,0.0007669103797525167,0.00035448052221909165,1.2704582214355469,0
1,quadratic,3584,-1.0,32,mse,1e-08,0.005,0.9,10000,True,1024,1,10,100,sgd,True,7.0,24,22,0.6744899999999999,2.0,0.0008040544926188887,0.00030098394199740136,1.0787264704704285,0
2,quadratic,3584,-1.0,72,mse,1e-08,0.005,0.9,10000,True,1024,1,10,100,sgd,True,7.0,25,22,0.6744899999999999,2.0,0.0008157698321156204,0.00040585026727057993,1.4545673727989197,0
3,quadratic,3584,-1.0,27,mse,1e-08,0.005,0.9,10000,True,1024,1,10,100,sgd,True,7.0,26,22,0.6744899999999999,2.0,0.0008932493510656059,0.0005358178459573537,1.920371174812317,0
4,quadratic,3584,-1.0,36,mse,1e-08,0.005,0.9,10000,True,1024,1,10,100,sgd,True,7.0,27,22,0.6744899999999999,2.0,0.0008482912671752273,0.0004990213492419572,1.7884925007820132,0
5,quadratic,3584,-1.0,30,mse,1e-08,0.005,0.9,10000,True,1024,1,10,100,sgd,True,7.0,28,22,0.6744899999999999,2.0,0.0009152446873486043,0.0005196697602514178,1.8624964356422424,0
6,quadratic,3584,-1.0,28,mse,1e-08,0.005,0.9,10000,True,1024,1,10,100,sgd,True,7.0,29,22,0.6744899999999999,2.0,0.0008534546941518785,0.0004829522367799655,1.7309008240699768,0
7,quadratic,3584,-1.0,26,mse,1e-08,0.005,0.9,10000,True,1024,1,10,100,sgd,True,7.0,30,22,0.6744899999999999,2.0,0.0009969226084649565,0.0009348568564746528,3.3505269289016724,0
8,quadratic,3584,-1.0,29,mse,1e-08,0.005,0.9,10000,True,1024,1,10,100,sgd,True,7.0,31,22,0.6744899999999999,2.0,0.0008257595472969115,0.0004416481242515147,1.5828668475151062,0
9,quadratic,3584,-1.0,34,mse,1e-08,0.005,0.9,10000,True,1024,1,10,100,sgd,True,7.0,32,22,0.6744899999999999,2.0,0.0008850813028402627,0.00030950870132073765,1.1092791557312012,0
0,quadratic,768,-1.0,100014,mse,1e-08,0.01,0.0,10000,False,1024,1,10,100,p-sgd,True,1.5,23,22,0.6744899999999999,2.0,7.9724674224853525,0.024727956391870972,18.98481559753418,0
1,quadratic,768,-1.0,100014,mse,1e-08,0.01,0.0,10000,False,1024,1,10,100,p-sgd,True,1.5,24,22,0.6744899999999999,2.0,2.3479692935943604,0.034741254523396485,26.455363273620605,0
2,quadratic,768,-1.0,100014,mse,1e-08,0.01,0.0,10000,False,1024,1,10,100,p-sgd,True,1.5,25,22,0.6744899999999999,2.0,4.529144763946533,0.027768186293542385,21.42270851135254,0
3,quadratic,768,-1.0,100014,mse,1e-08,0.01,0.0,10000,False,1024,1,10,100,p-sgd,True,1.5,26,22,0.6744899999999999,2.0,2.4794352054595947,0.02608498465269804,20.268033027648926,0
4,quadratic,768,-1.0,100014,mse,1e-08,0.01,0.0,10000,False,1024,1,10,100,p-sgd,True,1.5,27,22,0.6744899999999999,2.0,2.080607652664185,0.0639914833009243,50.52700233459473,0
5,quadratic,768,-1.0,100014,mse,1e-08,0.01,0.0,10000,False,1024,1,10,100,p-sgd,True,1.5,28,22,0.6744899999999999,2.0,4.486584186553955,0.02623352687805891,20.317526817321774,0
6,quadratic,768,-1.0,100014,mse,1e-08,0.01,0.0,10000,False,1024,1,10,100,p-sgd,True,1.5,29,22,0.6744899999999999,2.0,4.195377826690674,0.02435214538127184,18.3859281539917,0
7,quadratic,768,-1.0,100014,mse,1e-08,0.01,0.0,10000,False,1024,1,10,100,p-sgd,True,1.5,30,22,0.6744899999999999,2.0,3.3221709728240967,0.02614686358720064,19.806281089782715,0
8,quadratic,768,-1.0,100014,mse,1e-08,0.01,0.0,10000,False,1024,1,10,100,p-sgd,True,1.5,31,22,0.6744899999999999,2.0,2.419240474700928,0.035303590819239616,27.87597274780273,0
9,quadratic,768,-1.0,100014,mse,1e-08,0.01,0.0,10000,False,1024,1,10,100,p-sgd,True,1.5,32,22,0.6744899999999999,2.0,2.585809230804444,0.02320005465298891,18.3164119720459,0
0,quadratic,12,,6368,mse,1e-08,0.002,0.9,2000,False,1024,1,10,100,sgd,,0.1,23,22,0.6744899999999999,1.0,2.8439011573791504,9.995787032966875e-09,1.1994315581483525e-07,0
